company_name,sector ,Rating,reviews,Average salary,Number of Interview,Benifited
Times Internet,Internet,3.4,(780),5.6k,74,73
Mott MacDonald,Management Consulting,3.9,(781),2.9k,58,54
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Skill Lync,EdTech,3.1,(782),3.5k,93,29
VA Tech Wabag,Waste Management,3.8,(782),3k,61,89
Volkswagen Group Digital Solutions [India],IT Services & Consulting,3.9,(782),5.2k,86,4
Creambell,Hospitality,3.8,(782),2.1k,44,77
BNP Paribas India Solutions,IT Services & Consulting,3.5,(781),6.4k,83,115
Times Internet,Internet,3.4,(780),5.6k,74,73
Mott MacDonald,Management Consulting,3.9,(781),2.9k,58,54
TO THE NEW,IT Services & Consulting,3.6,(780),6k,155,97
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Skill Lync,EdTech,3.1,(782),3.5k,93,29
VA Tech Wabag,Waste Management,3.8,(782),3k,61,89
Volkswagen Group Digital Solutions [India],IT Services & Consulting,3.9,(782),5.2k,86,4
Creambell,Hospitality,3.8,(782),2.1k,44,77
BNP Paribas India Solutions,IT Services & Consulting,3.5,(781),6.4k,83,115
Times Internet,Internet,3.4,(780),5.6k,74,73
Mott MacDonald,Management Consulting,3.9,(781),2.9k,58,54
TO THE NEW,IT Services & Consulting,3.6,(780),6k,155,97
Bitwise Solutions,IT Services & Consulting,3.7,(780),4.4k,62,128
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
McDermott International,Engineering & Construction,4.2,(771),3.6k,65,75
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
McDermott International,Engineering & Construction,4.2,(771),3.6k,65,75
JSW Energy,Power,4.1,(771),4.1k,61,44
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
McDermott International,Engineering & Construction,4.2,(771),3.6k,65,75
JSW Energy,Power,4.1,(771),4.1k,61,44
Smollan Group,Marketing & Advertising,3.9,(770),1.9k,51,44
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
McDermott International,Engineering & Construction,4.2,(771),3.6k,65,75
JSW Energy,Power,4.1,(771),4.1k,61,44
Smollan Group,Marketing & Advertising,3.9,(770),1.9k,51,44
Zee Entertainment Enterprises,Media & Entertainment,3.4,(770),4.5k,57,51
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
McDermott International,Engineering & Construction,4.2,(771),3.6k,65,75
JSW Energy,Power,4.1,(771),4.1k,61,44
Smollan Group,Marketing & Advertising,3.9,(770),1.9k,51,44
Zee Entertainment Enterprises,Media & Entertainment,3.4,(770),4.5k,57,51
Livguard,Electronics Manufacturing,3.8,(770),2.4k,45,19
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
McDermott International,Engineering & Construction,4.2,(771),3.6k,65,75
JSW Energy,Power,4.1,(771),4.1k,61,44
Smollan Group,Marketing & Advertising,3.9,(770),1.9k,51,44
Zee Entertainment Enterprises,Media & Entertainment,3.4,(770),4.5k,57,51
Livguard,Electronics Manufacturing,3.8,(770),2.4k,45,19
HSBC Software Development,Software Product,4.0,(770),7.8k,29,3
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
McDermott International,Engineering & Construction,4.2,(771),3.6k,65,75
JSW Energy,Power,4.1,(771),4.1k,61,44
Smollan Group,Marketing & Advertising,3.9,(770),1.9k,51,44
Zee Entertainment Enterprises,Media & Entertainment,3.4,(770),4.5k,57,51
Livguard,Electronics Manufacturing,3.8,(770),2.4k,45,19
HSBC Software Development,Software Product,4.0,(770),7.8k,29,3
Rackspace,IT Services & Consulting,3.6,(769),4.6k,86,63
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
McDermott International,Engineering & Construction,4.2,(771),3.6k,65,75
JSW Energy,Power,4.1,(771),4.1k,61,44
Smollan Group,Marketing & Advertising,3.9,(770),1.9k,51,44
Zee Entertainment Enterprises,Media & Entertainment,3.4,(770),4.5k,57,51
Livguard,Electronics Manufacturing,3.8,(770),2.4k,45,19
HSBC Software Development,Software Product,4.0,(770),7.8k,29,3
Rackspace,IT Services & Consulting,3.6,(769),4.6k,86,63
Veradigm,Software Product,3.7,(769),3.5k,43,1
Vaaman Engineers,Engineering & Construction,3.8,(782),2.3k,76,62
National Informatics Centre,Government,3.9,(779),4.2k,44,28
Steel Authority Of India,Iron & Steel,4.1,(778),2.2k,51,59
India Japan Lighting,Auto Components,4.1,(778),2.7k,69,72
Sharda Motor Industries,Auto Components,3.7,(776),2.9k,57,88
Wipro Infrastructure Engineering,Industrial Machinery,3.7,(775),4k,63,91
Greenply,Building Material,3.8,(774),2.4k,58,55
CMS Computers Limited (INDIA),IT Services & Consulting,3.7,(773),3.3k,44,59
UnitedLex,Analytics & KPO,2.6,(773),3.8k,75,61
Google Operations Center,BPO,3.5,(773),4.4k,104,50
Finolex Cables,Electrical Equipment,3.7,(771),2.6k,45,49
McDermott International,Engineering & Construction,4.2,(771),3.6k,65,75
JSW Energy,Power,4.1,(771),4.1k,61,44
Smollan Group,Marketing & Advertising,3.9,(770),1.9k,51,44
Zee Entertainment Enterprises,Media & Entertainment,3.4,(770),4.5k,57,51
Livguard,Electronics Manufacturing,3.8,(770),2.4k,45,19
HSBC Software Development,Software Product,4.0,(770),7.8k,29,3
Rackspace,IT Services & Consulting,3.6,(769),4.6k,86,63
Veradigm,Software Product,3.7,(769),3.5k,43,1
R.V.R. PROJECTS,Engineering & Construction,3.8,(767),1.9k,71,36
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Eugia Pharma Specialities,Pharma,4.0,(764),2.9k,49,38
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Eugia Pharma Specialities,Pharma,4.0,(764),2.9k,49,38
Religare,Financial Services,3.6,(764),2.5k,36,34
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Eugia Pharma Specialities,Pharma,4.0,(764),2.9k,49,38
Religare,Financial Services,3.6,(764),2.5k,36,34
RITES,Engineering & Construction,3.9,(763),2.6k,41,64
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Eugia Pharma Specialities,Pharma,4.0,(764),2.9k,49,38
Religare,Financial Services,3.6,(764),2.5k,36,34
RITES,Engineering & Construction,3.9,(763),2.6k,41,64
LifeCell International,Biotechnology,3.3,(761),2.9k,53,70
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Eugia Pharma Specialities,Pharma,4.0,(764),2.9k,49,38
Religare,Financial Services,3.6,(764),2.5k,36,34
RITES,Engineering & Construction,3.9,(763),2.6k,41,64
LifeCell International,Biotechnology,3.3,(761),2.9k,53,70
Better.com,Financial Services,3.0,(760),3.8k,56,122
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Eugia Pharma Specialities,Pharma,4.0,(764),2.9k,49,38
Religare,Financial Services,3.6,(764),2.5k,36,34
RITES,Engineering & Construction,3.9,(763),2.6k,41,64
LifeCell International,Biotechnology,3.3,(761),2.9k,53,70
Better.com,Financial Services,3.0,(760),3.8k,56,122
Trianz,IT Services & Consulting,3.7,(761),4.8k,61,61
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Eugia Pharma Specialities,Pharma,4.0,(764),2.9k,49,38
Religare,Financial Services,3.6,(764),2.5k,36,34
RITES,Engineering & Construction,3.9,(763),2.6k,41,64
LifeCell International,Biotechnology,3.3,(761),2.9k,53,70
Better.com,Financial Services,3.0,(760),3.8k,56,122
Trianz,IT Services & Consulting,3.7,(761),4.8k,61,61
India Cements,Building Material,3.8,(760),2.7k,53,66
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Eugia Pharma Specialities,Pharma,4.0,(764),2.9k,49,38
Religare,Financial Services,3.6,(764),2.5k,36,34
RITES,Engineering & Construction,3.9,(763),2.6k,41,64
LifeCell International,Biotechnology,3.3,(761),2.9k,53,70
Better.com,Financial Services,3.0,(760),3.8k,56,122
Trianz,IT Services & Consulting,3.7,(761),4.8k,61,61
India Cements,Building Material,3.8,(760),2.7k,53,66
Care Hospital,Healthcare,4.1,(760),2.2k,36,69
Hapag-Lloyd,Ports & Shipping,3.8,(766),3.2k,31,75
Samsung E&A,Engineering & Construction,4.0,(764),2.4k,72,115
LG Soft India,IT Services & Consulting,2.6,(765),4.7k,116,73
Integreon,BPO,3.1,(764),4.1k,57,86
Stellantis,Automobile,3.4,(767),5.4k,68,24
Eugia Pharma Specialities,Pharma,4.0,(764),2.9k,49,38
Religare,Financial Services,3.6,(764),2.5k,36,34
