,id,title,overview,release_date,popularity,vote_average,vote_count
8234,438347,Wedding Unplanned,"When she discovers a wedding planer's business card, Alexia instantly says, ""YES"" to Mathias unaware that it belongs to his mistress. The groom is now trapped between his bride, and his lover who in charge of his unwanted marriage.",2017-04-26,0.9177,6.116,482
8235,232572,A Walk in the Woods,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",2015-09-02,1.7288,6.1,779
8236,10003,The Saint,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",1997-04-03,3.1836,6.118,1264
8237,72358,A Thousand Words,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.",2012-03-07,5.0649,6.118,1415
8238,37652,Didier,"Jean-Pierre Costa is a football manager upon whom fate appears not to be smiling. First, a friend, Annabelle, dumps a pet Labrador named Didier on him whilst she goes off to make a report in Los Angeles. Next, one of his star players is injured, leaving him one player short for a crucial match. As if things could not get any worse, Costa wakes up one morning to find that that Didier has been transformed into a man...",1997-01-29,2.323,6.115,654
8239,21972,Like Mike,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",2002-07-03,2.7708,6.115,571
8240,10606,The Philadelphia Experiment,"Based on an ""actual event"" that took place in 1943. About a US Navy Destroyer Escort that disappeared from the Philadelphia Naval Shipyard, and sent two men 40 years into the future to 1984.",1984-10-05,2.5512,6.115,452
8241,10720,Down with Love,"In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author.",2003-05-08,2.5009,6.114,792
8242,7288,Duplex,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",2003-09-26,4.0802,6.114,1815
8243,1140535,Presence,"A couple and their children move into a seemingly normal suburban home. When strange events occur, they begin to believe there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",2025-01-17,3.3804,6.113,764
8244,369894,Wakefield,A man's nervous breakdown causes him to leave his wife and live in his attic for several months.,2017-05-19,2.7723,6.113,454
8245,301875,Equals,A futuristic love story set in a world where emotions have been eradicated.,2015-07-15,1.6569,6.1,1452
8246,283378,Fallen,"Lucinda Price is sent to a reform academy under the assumption that she has killed a boy. There, she meets two mysterious boys, Cam and Daniel, to whom she feels drawn to both. But as the love triangle unfurls, it is Daniel that Luce cannot keep herself away from, and things begin to take a darker turn when she finds out his true identity.",2016-11-10,4.0642,6.113,1675
8247,14636,The Condemned,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",2007-04-27,2.8803,6.113,884
8248,12589,Jimmy Neutron: Boy Genius,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",2001-12-14,3.5029,6.113,1016
8249,12583,Ginger Snaps Back: The Beginning,"Set in 19th Century Canada, Brigitte and her sister Ginger take refuge in a Traders' Fort which later becomes under siege by some savage werewolves. But when one of the girls is bitten, they have no one to turn to but themselves.",2004-07-10,1.3276,6.113,309
8250,1033148,Die My Love,"After inheriting a remote Montana house, Jackson moves there from New York with his partner Grace, and the couple soon welcome a child. As Jackson becomes increasingly absent and rural isolation sets in, Grace struggles with loneliness, creative frustration, and unresolved emotional wounds. What begins as an attempt at renewal gradually turns into an intense psychological descent, placing strain on their relationship and exposing the fragile balance between love, identity, and motherhood.",2025-10-06,6.9048,6.1,570
8251,333381,Return to Sender,"A nurse mistakes a stranger who pays her a visit for her blind date and soon, the man rapes her and turns her life upside down. The woman works to reclaim her life and exact revenge on her assailant after he's paroled from prison.",2015-05-31,3.6888,6.112,1278
8252,37861,Valhalla Rising,"Scandinavia, 1,000 AD. For years, One Eye, a mute warrior of supernatural strength, has been held prisoner by the Norse chieftain Barde. Aided by Are, a boy slave, One Eye slays his captor and together he and Are escape, beginning a journey into the heart of darkness. On their flight, One Eye and Are board a Viking vessel, but the ship is soon engulfed by an endless fog that clears only as the crew sights an unknown land. As the new world reveals its secrets and the Vikings confront their terrible and bloody fate, One Eye discovers his true self.",2009-09-04,2.4242,6.112,1339
8253,283601,Galveston,"After a violent encounter, Roy finds Rocky and sees something in her eyes that prompts a fateful decision. He takes her with him as he flees to Galveston, an action as ill-advised as it is inescapable.",2018-10-10,1.4147,6.111,555
8254,228165,The SpongeBob Movie: Sponge Out of Water,"Evil pirate Burger Beard is in search of the final page of a magical book that makes any evil plan he writes in it come true, but the final page happens to be the Krabby Patty secret formula. When Burger Beard endangers Bikini Bottom, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton must embark on a quest to retrieve the recipe and save their city...a quest that takes them to the surface world and transforms them into superheroes.",2015-01-28,4.9546,6.111,2558
8255,77944,The Worst Week of My Life,"Seven days before his wedding, a man must contend with a series of never-ending disasters.",2011-10-27,0.471,6.111,453
8256,6068,Six Days Seven Nights,"In the South Pacific, in Polynesia, on the island of Makatea, Quinn Harris, a taciturn pilot, leads a quiet life, content to earn a living by transporting goods in his De Havilland Beaver. His life is exactly as he wants it to be—until he meets Robin Monroe, a sophisticated and determined woman, the assistant editor of a New York magazine, on vacation for a week with her boyfriend, Frank Martin.  An urgent work assignment in Tahiti, the neighboring island, forces Robin to reluctantly hire Quinn to fly her there. But a violent storm forces them to make an emergency landing on a deserted island. This unlikely pair avoids each other at first, until they are forced to team up to escape the island... and evade the pirates who are after them. Danger and temptation are never far away...",1998-06-12,5.6199,6.111,1638
